cityid,city_name,adm1id,adm1_name,countryid,country_name,regionid,region_name,year,population,scope,sector,sector_code,subsector,subsector_code,activity_amount_mj,co2e_total_ton,notation
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Stationary energy,stationary_energy,Commercial buildings & facilities,stationary_energy_commercial_buildings,8645057119.176435,93908.85688466,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Stationary energy,stationary_energy,Institutional buildings & facilities,stationary_energy_institutional_buildings,2916172850.0091,62355.030761999005,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Stationary energy,stationary_energy,Industrial buildings & facilities,stationary_energy_industry,707606523.7734528,51556.530160792,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Stationary energy,stationary_energy,Agriculture,stationary_energy_agriculture_forestry_fisheries,1024791.8679398,75.9407666651,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Stationary energy,stationary_energy,Fugitive emissions,stationary_energy_fugitive_emissions,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Transport,transportation,On-road,transportation_on_road,3015305625.9953165,214229.32653187,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Transport,transportation,Rail,transportation_rail,79710582.036955,3659.9192429369,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Transport,transportation,Waterborne navigation,transportation_waterborne_navigation,42595147.292616,3156.4537569131,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Transport,transportation,Aviation,transportation_aviation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Transport,transportation,Off-road,transportation_off_road,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Waste,waste,Solid waste disposal,waste_solid_waste_disposal,,21102.425263228,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Waste,waste,Biological treatment,waste_biological_treatment,,613.9785269955,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Waste,waste,Incineration and open burning,waste_incineration_open_burning,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Waste,waste,Wastewater,waste_wastewater,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,IPPU,industry,Industrial process,industry_industrial_processes,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,IPPU,industry,Produce use,industry_product_use,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,AFOLU,agriculture,Livestock,agriculture_live_stock,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,AFOLU,agriculture,Land use,agriculture_land,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,AFOLU,agriculture,Other AFOLU,agriculture_aggregate_sources,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Electricity-only generation,energy_generation_electricity_only,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,CHP Generation,energy_generation_chp_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Heat/cold generation,energy_generation_heat_cold_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2013,559440,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Local renewable generation,energy_generation_local_renewable_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Stationary energy,stationary_energy,Residential buildings,stationary_energy_residential_buildings,12990244760.889776,266605.3377859542,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Stationary energy,stationary_energy,Commercial buildings & facilities,stationary_energy_commercial_buildings,8688054174.902489,105127.52838534501,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Stationary energy,stationary_energy,Institutional buildings & facilities,stationary_energy_institutional_buildings,2661086111.049823,55544.7631781748,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Stationary energy,stationary_energy,Industrial buildings & facilities,stationary_energy_industry,710576195.620809,48322.370922363,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Stationary energy,stationary_energy,Agriculture,stationary_energy_agriculture_forestry_fisheries,980796.67148943,72.6805642254,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Stationary energy,stationary_energy,Fugitive emissions,stationary_energy_fugitive_emissions,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Transport,transportation,On-road,transportation_on_road,3106800464.907831,221181.72005267,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Transport,transportation,Rail,transportation_rail,74285793.417608,3508.5413733907,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Transport,transportation,Waterborne navigation,transportation_waterborne_navigation,41138758.51182,3048.5301052565,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Transport,transportation,Aviation,transportation_aviation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Transport,transportation,Off-road,transportation_off_road,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Waste,waste,Solid waste disposal,waste_solid_waste_disposal,,23444.039232185,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Waste,waste,Biological treatment,waste_biological_treatment,,680.9701474224,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Waste,waste,Incineration and open burning,waste_incineration_open_burning,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Waste,waste,Wastewater,waste_wastewater,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,IPPU,industry,Industrial process,industry_industrial_processes,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,IPPU,industry,Produce use,industry_product_use,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,AFOLU,agriculture,Livestock,agriculture_live_stock,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,AFOLU,agriculture,Land use,agriculture_land,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,AFOLU,agriculture,Other AFOLU,agriculture_aggregate_sources,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Electricity-only generation,energy_generation_electricity_only,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,CHP Generation,energy_generation_chp_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Heat/cold generation,energy_generation_heat_cold_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2012,549050,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Local renewable generation,energy_generation_local_renewable_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Stationary energy,stationary_energy,Residential buildings,stationary_energy_residential_buildings,12501364082.387041,257709.77478402609,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Stationary energy,stationary_energy,Commercial buildings & facilities,stationary_energy_commercial_buildings,8358676335.295454,92292.86943202099,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Stationary energy,stationary_energy,Institutional buildings & facilities,stationary_energy_institutional_buildings,2378805279.674096,46835.523859777706,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Stationary energy,stationary_energy,Industrial buildings & facilities,stationary_energy_industry,743211013.341149,52239.720725321,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Stationary energy,stationary_energy,Agriculture,stationary_energy_agriculture_forestry_fisheries,992893.88734737,73.5770114704,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Stationary energy,stationary_energy,Fugitive emissions,stationary_energy_fugitive_emissions,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Transport,transportation,On-road,transportation_on_road,3097430298.5087967,219525.8764384,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Transport,transportation,Rail,transportation_rail,75423924.37237799,3326.8679999556,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Transport,transportation,Waterborne navigation,transportation_waterborne_navigation,44696305.585072,3312.1571505539,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Transport,transportation,Aviation,transportation_aviation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Transport,transportation,Off-road,transportation_off_road,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Waste,waste,Solid waste disposal,waste_solid_waste_disposal,,30359.133959529,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Waste,waste,Biological treatment,waste_biological_treatment,,679.860522757,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Waste,waste,Incineration and open burning,waste_incineration_open_burning,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Waste,waste,Wastewater,waste_wastewater,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,IPPU,industry,Industrial process,industry_industrial_processes,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,IPPU,industry,Produce use,industry_product_use,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,AFOLU,agriculture,Livestock,agriculture_live_stock,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,AFOLU,agriculture,Land use,agriculture_land,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,AFOLU,agriculture,Other AFOLU,agriculture_aggregate_sources,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Electricity-only generation,energy_generation_electricity_only,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,CHP Generation,energy_generation_chp_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Heat/cold generation,energy_generation_heat_cold_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2011,539542,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Local renewable generation,energy_generation_local_renewable_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Stationary energy,stationary_energy,Residential buildings,stationary_energy_residential_buildings,12019981798.6727,271055.6741510288,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Stationary energy,stationary_energy,Commercial buildings & facilities,stationary_energy_commercial_buildings,8033492904.463237,94340.04360014599,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Stationary energy,stationary_energy,Institutional buildings & facilities,stationary_energy_institutional_buildings,2315831272.605681,55112.535354821,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Stationary energy,stationary_energy,Industrial buildings & facilities,stationary_energy_industry,668243205.087909,43938.056358781,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Stationary energy,stationary_energy,Agriculture,stationary_energy_agriculture_forestry_fisheries,1006921.1147383,74.6164795181,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Stationary energy,stationary_energy,Fugitive emissions,stationary_energy_fugitive_emissions,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Transport,transportation,On-road,transportation_on_road,3275553474.519806,232101.86564665,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Transport,transportation,Rail,transportation_rail,72105345.808214,3256.1253415995,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Transport,transportation,Waterborne navigation,transportation_waterborne_navigation,45870149.461898,3399.1432076647,
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Transport,transportation,Aviation,transportation_aviation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Transport,transportation,Off-road,transportation_off_road,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Waste,waste,Solid waste disposal,waste_solid_waste_disposal,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Waste,waste,Biological treatment,waste_biological_treatment,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Waste,waste,Incineration and open burning,waste_incineration_open_burning,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Waste,waste,Wastewater,waste_wastewater,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,IPPU,industry,Industrial process,industry_industrial_processes,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,IPPU,industry,Produce use,industry_product_use,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,AFOLU,agriculture,Livestock,agriculture_live_stock,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,AFOLU,agriculture,Land use,agriculture_land,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,AFOLU,agriculture,Other AFOLU,agriculture_aggregate_sources,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Electricity-only generation,energy_generation_electricity_only,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,CHP Generation,energy_generation_chp_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Heat/cold generation,energy_generation_heat_cold_generation,,,NE
2618424,Copenhagen municipality,6418538,Capital Region,2623032,Denmark,51,European Union & Western Europe,2010,528208,Total emissions,Generation of grid-supplied energy,grid_supplied_energy,Local renewable generation,energy_generation_local_renewable_generation,,,NE
